id,startdate,datestamp,gender,bundesland,age,education,university,recall,recallland,recallland_other,econinterven,saleconinterven,environment,salenvironment,protectionism,salprotectionism,redistribution,salredistribution,eucohesion,saleucohesion,euenlargement,saleuenlargement,euforeign,saleuforeign,euintegrationtoofar,saleuintegrationtoofar,euposition,saleuposition,civliblaworder,salcivliblaworder,immigratepolicy,salimmigratepolicy,lgb,sallgb,multiculturalism,salmulticulturalism,trans,saltrans,urbanrural,salurbanrural,random,ptv_spd,ptv_cdu,ptv_csu,ptv_greens,ptv_fdp,ptv_afd,ptv_left,ptv_bsw,ptv_freevoters,ptv_volt,ptv_climatelist,votinteu,normdem,demsat,popnonreg_pc1,popnonreg_pc2,popnonreg_pc4,popnonreg_pc5,popnonreg_pc6,popnonreg_pc7,popnonreg_pc8,popreg_pc1,popreg_pc2,popreg_pc4,popreg_pc5,popreg_pc6,popreg_pc7,popreg_pc8,popreg_pc9,popreg_pc10,popreg_pc12,popreg_pc13,popreg_pc14,popreg_pc15,popreg_pc16,peoplecentrism,antielitism,polint,euitems_pc1,euitems_pc3,euitems_pc4,euitems_pc5,euitems_pc6,euitems_pc7,euitems_pc8,popgen_pc1,popgen_pc2,popgen_pc5,popgen_pc6,popgen_pc7,wishesmajority,wishesmajority_spd,wishesmajority_cdu,wishesmajority_csu,wishesmajority_greens,wishesmajority_fdp,wishesmajority_afd,wishesmajority_left,wishesmajority_bsw,wishesmajority_freevoters,wishesmajority_nonofparties,votint,trustslider_breg,trustslider_btag,trustslider_parties,trustslider_politicians,trustslider_eu,trustslider_nato,trustslider_army,trustslider_russia,trustslider_usa,trustslider_china,trustslider_bverfg,trustslider_verfsch,lrgen,socself,urbanrurallive,out,w
26699,2024-06-07T13:50:00Z,2024-06-07T14:03:29Z,1,12,11,2,2,3,NA,NA,8,NA,5,NA,7,NA,6.5,NA,4.5,NA,7,NA,6.5,NA,5,NA,5.5,NA,7,NA,4,NA,7,NA,4,NA,5.5,NA,4,NA,1,1,1,1,-1,-1,-5,-0.5,-5,0.5,-5,-0.5,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,5,4,7.5,7,NA,2,2,3,4,3,4,3,3,3,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,-3,-3,-3,-4,-3.5,-2.5,-1,-5,-3,-5,0,-1,4.5,6.5,4,FALSE,0.8060070658588969
26760,2024-06-07T14:08:18Z,2024-06-07T14:24:43Z,1,7,6,5,1,3,NA,NA,5.5,8,6,8.5,7.5,7,2.5,8,9,8,4,10,11,10.5,10.5,9,10,10,1,11,5,8,11,7,8,7.5,9.5,4,4.5,6,2,2,-1,-4.5,4.5,1,-5,1.5,-0.5,-4,5,4,9,5,3,1,3,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,4,5,5,4,3,4,5,2,1,3,4,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.5,2,-2.5,0.5,3,4,3.5,-5,-2.5,-4.5,4.5,1.5,3,9.5,2,FALSE,0.4810272088616976
26776,2024-06-07T14:13:05Z,2024-06-07T14:31:33Z,2,3,4,5,1,3,NA,NA,2.5,9,2,11,5,7.5,3.5,8.5,8.5,7,7,6.5,10.5,7.5,8.5,7.5,9.5,7,8,7,3,8,10.5,7,3.5,8,10,6.5,6,7,2,4,-4.5,-4.5,5,-2.5,-5,2,-4.5,-5,2,4,3,5,4,2,4,2,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,5,5,5,4,4,5,4,5,2,2,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,1,1,2,1,-1,-5,1,-4,5,0,3,9.5,1,FALSE,1.7098931623629
26778,2024-06-07T14:13:25Z,2024-06-07T16:02:17Z,1,1,12,5,1,3,NA,NA,8.5,7,3.5,9.5,6,6,3,9,8,7.5,6,6,8.5,8.5,7.5,8,8.5,8.5,6,6.5,3.5,4,6,6,4,6,6,6.5,6,6,1,4,-4.5,-4.5,4.5,-4.5,-5,0,0,-5,0,0,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,5,5,5,4,4,5,5,5,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,1,-5,0.5,-5,4,0,3.5,8.5,4,FALSE,0.4220443089874192
26822,2024-06-07T14:28:07Z,2024-06-07T14:35:37Z,1,11,4,5,2,15,NA,NA,3.5,8,3,9,6,NA,3,8.5,9,7.5,8.5,NA,9,10,11,11,11,11,5,7,3.5,9,11,11,5,9,11,9.5,6,NA,1,2.5,-4,-5,4,-4,-5,2,-3.5,-5,1,2.5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,5,4,4,5,4,4,3,3,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,3.5,2,2,3.5,3.5,2,-5,-0.5,-4,4,2,3.5,11,1,FALSE,0.8805679410010031
26872,2024-06-07T14:50:36Z,2024-06-07T15:01:44Z,1,3,4,5,2,6,NA,NA,1.5,11,1,11,8,NA,1,11,9.5,NA,6,1,6,1,6,1,7,4,2,NA,2,8.5,11,11,1.5,8,11,9,8,NA,2,-4,-4.5,-4.5,0.5,-4.5,-5,5,-4.5,-4.5,-2.5,5,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.5,5,3,2,2,3,3,2,2,3,4,3,4,4,5,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,6,-3,-4,-4,-4,-3.5,-5,-5,-5,-4.5,-5,3,-4.5,2,10.5,1,FALSE,0.5165169198030002
26884,2024-06-07T14:54:49Z,2024-06-07T15:06:12Z,1,6,10,5,1,3,NA,NA,5.5,9,5,9,7,7,6,6,6,6,5,6,10,9,7,7,9,9,6,6,5,7.5,6,6,9,7,6,3,6,6,2,-1,-1,-1,3,-1,-5,-5,-5,-5,2,-5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,4,3,4,5,3,5,3,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,3,1,-5,0,-5,5,4,5,7,1,FALSE,0.6527366866815115
26893,2024-06-07T14:57:48Z,2024-06-07T15:12:07Z,1,10,9,5,2,3,NA,NA,5,9,5,9,6,8,5,7,9.5,7,6,8,9,9,8.5,9,11,11,6.5,7,4,9,9,6,7,8,6.5,6,7,6,2,3,-1.5,-5,5,-4,-5,-3,-5,-4.5,4,2,3,5,5,2,4,2,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.5,5,5,5,4,5,5,4,5,3,2,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,0,3,2,3.5,2,-5,2,-5,4.5,2.5,4.5,7,1,FALSE,0.9285192683272518
26912,2024-06-07T15:06:21Z,2024-06-07T15:22:44Z,1,1,4,2,2,3,NA,NA,4.5,NA,5,7,7,NA,6,6,8,8,7,7,4,8,5,7,5.5,6.5,2,10,9,9,6,6,9.5,9,6,6,4,7.5,1,1,1,-1,-3,-1,-1,-1,4,1,-1,0,7,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,8,4,4,3,3,3,3,2,2,4,3,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,7,-1,1,-1,-2,1,2,1,-3,-1,-3,2,2,7,4.5,5,FALSE,1.0317425473064925
26919,2024-06-07T15:07:14Z,2024-06-07T15:20:25Z,2,7,7,5,1,3,NA,NA,3,7,3,11,7.5,NA,3,9.5,9,7.5,11,11,10,9,9,7.5,9,NA,5,NA,4,11,11,8.5,1,8.5,11,NA,6,NA,1,2.5,-1,-1.5,5,-5,-5,-4,-5,-2.5,3.5,-3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,4,5,4,4,5,4,5,3,3,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,-2,2,3,4,4,-5,2.5,-4,4,3,3,10,1,FALSE,0.6279461530726599
26969,2024-06-07T15:24:43Z,2024-06-07T15:54:35Z,2,4,10,3,2,3,3,NA,7.5,NA,3.5,11,8.5,8,8,8.5,8.5,NA,7,6,10,10,10,10,11,11,4.5,10.5,4,10,11,8,8,9.5,11,7.5,6,6,1,2.5,-2,-5,5,-1,-5,3,0,-5,-2,0,3,5,4,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,4,3,5,5,1,5,3,2,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,2,2,4,4,4,-5,2,-2.5,5,3,2,7.5,2,FALSE,0.950779908613716
26986,2024-06-07T15:35:10Z,2024-06-07T15:54:02Z,1,8,9,3,2,2,NA,NA,7,6.5,4,8,6,NA,5.5,NA,8,7,7,NA,9,7.5,6,6,9,8,11,9,11,10,6,6,10,9,6,5,6,6,2,1,4,2,1,1,-5,-4,-4,-4.5,-4,-1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.5,4,3,4,4,4,4,4,4,3,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,1,2,3,-3,-5,-1,-2.5,2,2,7,6,4,FALSE,0.71279334932814
26988,2024-06-07T15:35:30Z,2024-06-07T16:00:22Z,1,1,9,5,2,3,NA,NA,3.5,9.5,2.5,10,7,7,3,8,7,7,6,8,8,5,6,6,6,4,7,4,5,9,8,3,4,4,8,3,3,9,2,3,0,-4,5,-3,-5,-1,-4,1,-3,2,3,5,4,3,3,3,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5,3,4,3,4,4,4,2,4,2,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,0,0,0,0,-5,-2,-5,5,0,4,9,4,FALSE,1.1358373684829195
26998,2024-06-07T15:37:26Z,2024-06-07T15:47:18Z,2,10,3,5,2,3,NA,NA,2,7.5,1,11,5.5,7,1,11,5.5,6.5,7.5,7,7.5,4.5,6.5,5.5,9,8,4.5,7,1,11,11,11,1,11,11,11,7,NA,2,2.5,-5,-5,4,-4,-5,5,0,-5,3.5,5,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,5,NA,5,4,4,2,3,5,5,3,3,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3.5,3,3,-2,NA,-5,-5,-5,-5,1.5,-4,1.5,10,4,FALSE,3.499096664669744
27094,2024-06-07T16:12:47Z,2024-06-07T16:28:43Z,2,1,8,2,2,97,NA,NA,5.5,8.5,5,7,11,11,5.5,5.5,5.5,5.5,1,11,7.5,4.5,6.5,5,3,8,9,9,11,11,6.5,1,11,11,5.5,6.5,4.5,6.5,2,-2,1,1,-5,-1,1,-5,-5,1,-4.5,-5,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,1,2,1,1,4,1,3,4,5,4,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,98,-5,-5,-5,-5,-4.5,-4.5,4,5,-5,-5,-5,-5,8.5,2,4,FALSE,1.481532600219107
27101,2024-06-07T16:15:54Z,2024-06-07T16:44:13Z,1,1,3,4,2,3,NA,NA,5.5,6,2.5,11,3.5,8.5,9,8,8,7,7,6,8,7,8,6,7,7,1.5,8,5,NA,11,7,2,11,6,6,7,6,2,3,-5,-5,4.5,-0.5,-5,2,-5,-3.5,-0.5,1,3,5,2,3,3,4,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,4,5,3,4,4,4,5,5,5,4,5,1,4,NA,NA,NA,Y,NA,NA,Y,NA,NA,NA,3,-0.5,-0.5,-2,-1,1,0.5,-0.5,-5,-1.5,-5,2,-1,2,10,3,FALSE,1.0317425473064925
27202,2024-06-07T16:57:04Z,2024-06-07T17:06:51Z,2,9,4,5,1,3,NA,NA,3,NA,3,NA,7,NA,2,NA,8,NA,8,NA,9.5,NA,7,NA,7.5,NA,6,NA,4.5,NA,11,NA,5,NA,11,NA,7.5,NA,1,1,-3,-4,4.5,-3.5,-5,-3,-5,-4,3,0,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,4,4,5,6,5,4,4,3,4,4,4,4,3,3,4,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,-0.5,2,1.5,-3,-5,1,-5,4,-2,3,10,3,FALSE,0.84880947154293
27281,2024-06-07T17:30:09Z,2024-06-07T18:01:37Z,2,10,11,3,2,3,NA,NA,6,9,1,11,8.5,8.5,3.5,8.5,9,7,6,8.5,8.5,6,7,7,9,6,6,6,3.5,9,7,6,3,8.5,6,6,3.5,6,1,3,-3,-5,4,-3,1.5,2,-5,1,-4,0,13,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,4,4,5,4,4,5,4,5,3,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.5,1.5,3,3,4,-3,-1,-4,4,1,3,6,5,FALSE,1.6037683741521909
27297,2024-06-07T17:34:40Z,2024-06-07T17:44:31Z,1,3,5,5,1,1,NA,NA,5,8,7,8,3.5,9,3,9,10,7,9,8,10,9,10,10,11,10,3,9,3,7,9,4,7,7,7.5,3,6,6,2,3,-2,-2,5,-1,-5,-1,-3,-3,1,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,5,4,4,2,1,3,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,2,3,2,-5,2,-5,4,1,5,6,1,FALSE,1.4634646061085004
27301,2024-06-07T17:36:28Z,2024-06-07T17:50:29Z,1,2,8,4,1,3,NA,NA,11,11,6,6,11,11,4,1,11,11,1,11,11,11,6,8,11,11,11,11,7,11,11,11,11,11,11,11,6,NA,1,NA,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,11,11,4,5,5,1,5,5,5,5,5,3,3,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,5,5,6,8,1,FALSE,0.820689604637339
27312,2024-06-07T17:40:51Z,2024-06-07T17:57:29Z,1,1,9,3,2,3,NA,NA,3.5,8.5,4,7.5,7,7,1,9,8.5,8.5,6,6,8.5,8.5,6,6,8,6,5,6,4,7,6,6,5,7,6,6,6,6,1,NA,-4,-5,5,-4,-5,1,-3.5,-4,1.5,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,3,3,4,3,6.5,NA,4,5,4,5,4,5,5,2,2,2,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,-1,0,-5,-1,-5,5,0,4,7,5,FALSE,1.1358373684829195
27330,2024-06-07T17:47:47Z,2024-06-07T18:03:26Z,1,11,2,5,2,97,NA,NA,4,NA,4,NA,3.5,NA,4.5,NA,9,NA,7,NA,8,NA,8,NA,7.5,NA,5,NA,4,NA,8,NA,7,NA,8,NA,8,NA,1,2,-3.5,-5,0.5,-2,-5,-3.5,-3.5,-1,2,1,9,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,3,3,4,5,9,4,2,4,4,3,3,4,2,4,2,1,5,2,4,Y,NA,NA,Y,NA,NA,NA,NA,NA,NA,1,2,-2,-2,-3,2,-2,2,-4,-4,-4,3,3,4.5,7.5,4,FALSE,0.8805679410010031
27349,2024-06-07T17:53:06Z,2024-06-07T18:03:18Z,2,10,11,5,2,3,NA,NA,3.5,8.5,1,11,10,11,1,11,8.5,8.5,3,11,11,11,4.5,8,11,11,5,11,7,11,11,11,7,7,11,11,6,8.5,1,2,-5,-5,4.5,-5,-5,4.5,-5,-4.5,-5,0,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,3,4,8,7.5,3,5,5,3,5,5,5,4,4,3,3,4,3,5,Y,NA,NA,Y,NA,NA,Y,NA,NA,NA,3,2,2,0,1.5,2,-3,0,-5,-5,-5,4,4,2,11,3,FALSE,1.6037683741521909
27425,2024-06-07T18:16:41Z,2024-06-07T19:53:25Z,2,2,1,7,2,97,NA,NA,7.5,5,1,10,6,7,7.5,6.5,11,9,6,6,9,9,5,5,11,11,4,8,1,11,11,8.5,4,8,11,9,9,7,1,2,-1,-1,-4,0.5,-5,1,-5,-5,1,0.5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,7,4,5,5,4,4,3,5,5,2,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,-1,2,0,0,-5,-5,-5,2,4,2,11,4,FALSE,1.6025724245816095
27444,2024-06-07T18:21:44Z,2024-06-07T18:42:37Z,1,2,7,3,2,3,NA,NA,7.5,9.5,2.5,10,7.5,6.5,4.5,8,9,7.5,9,6.5,10,9.5,7.5,7.5,9.5,8.5,5,8.5,5,9,10,9.5,2.5,9,9.5,7.5,9,7,2,0.5,-3,-3,3.5,-3,-5,-2,-3,-3,3,1.5,3,4.5,3,1,3,3,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.5,3,4,4,3,4,4,3,4,4,3,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,-1,-0.5,-0.5,1,1,5,-4.5,-3,-5,2.5,-1,5,8,1,FALSE,0.7497212398084533
27539,2024-06-07T18:59:50Z,2024-06-08T00:13:21Z,2,3,5,5,1,3,NA,NA,4.5,8.5,1,11,6,NA,2.5,9,6,6,6,10,8.5,8,7,NA,7.5,NA,5,NA,4.5,11,11,8,3,9.5,11,6.5,6.5,5,1,4.5,-4,-5,5,-5,-5,1.5,-3.5,4,1,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6,4,4,5,4,4,5,2,4,3,2,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1.5,0,0.5,4,0.5,-5,0,-3.5,3,-1.5,2.5,9,1,FALSE,1.7098931623629
27557,2024-06-07T19:08:40Z,2024-06-07T19:20:50Z,2,10,10,5,1,3,NA,NA,5,8.5,4,11,4.5,9,3,9,7,6,9,9,11,11,9,9,11,11,2,9,2,11,11,8,1,11,11,7,6,9,1,1,-4,-4,4,-1,-5,-3,-5,-5,0,-2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,3,3,2,3,5,5,5,4,4,5,4,5,1,2,3,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2.5,2.5,3,0,0,-5,0,-5,4,-2,3.5,10,1,FALSE,0.8035836943606094
27558,2024-06-07T19:08:40Z,2024-06-07T19:28:37Z,1,1,13,5,1,5,NA,NA,3,9.5,10,5.5,10,8.5,5.5,3.5,4,10.5,8,7.5,9.5,10,2,10,7.5,7.5,10.5,10,11,11,2,8.5,11,10.5,1,2,5.5,7.5,1,-5,-0.5,4,3,-3.5,5,-5,3.5,3,-4.5,-5,5,-1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,9.5,3,4,2,1,5,2,3,4,3,4,3,4,2,5,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,5,-4,-2.5,3.5,0,-4.5,4.5,3.5,-5,4.5,-5,-1,-1.5,9,2,3,FALSE,0.4220443089874192
27567,2024-06-07T19:12:35Z,2024-06-07T19:26:24Z,1,11,12,3,2,1,NA,NA,6.5,NA,6.5,6.5,7.5,7.5,7.5,7.5,6.5,6.5,5.5,5.5,6.5,6.5,6.5,6.5,7.5,7.5,7,7,7,7,6.5,6.5,5.5,7,6.5,6.5,5.5,5.5,1,0.5,-1,-1,1,-1,-5,1,-5,0.5,-5,-1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,6.5,6.5,3,2,4,4,5,4,4,4,4,2,2,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,99,-1,-1,-1,-1,-1,1,1,-5,1,-4,1,1,6.5,6.5,4,FALSE,1.3068502889870501
27572,2024-06-07T19:13:38Z,2024-06-07T19:37:03Z,2,1,13,5,1,3,NA,NA,6,NA,5,8,9,9,5,7,9,9,6,6,8,8,8,8,11,11,9,9,7,9,7,5,7,9,8,5,6,6,1,5,-2,-5,5,0,-5,-5,-5,-3,5,0,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,5,4,4,5,4,2,1,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,0,2,2,4,4,-5,2,-5,5,4,4,8,1,FALSE,0.44069168058138225
27587,2024-06-07T19:18:29Z,2024-06-07T19:28:38Z,1,3,10,5,1,3,NA,NA,4,NA,3,11,9,NA,2,9,9,NA,8,NA,9,9,9,6,10,NA,7,8,4,NA,11,9,9,NA,10,NA,6,NA,1,3,1,-1,5,-2,-5,1,-5,0,-5,0,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,5,4,5,5,4,5,1,2,3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3.5,0,1,1.5,4,2,-5,3,-5,5,3,4.5,5,1,FALSE,0.6447505760621564
27612,2024-06-07T19:27:30Z,2024-06-07T19:45:16Z,2,11,3,5,1,3,NA,NA,4.5,9,1,11,8,7,3,9,8,7.5,7.5,9.5,7,7,9,9,9,9,7.5,8.5,3,10,11,11,3,8.5,11,11,6,NA,2,1.5,-2,-3,5,-3.5,-5,4,NA,2,3.5,5,3,5,4,2,4,1,2,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.5,3,2,4,4,4,4,3,5,1,3,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1.5,0.5,3,3,3,-3.5,1,-2,3.5,3.5,2,9.5,1,FALSE,0.6828533114953905
27631,2024-06-07T19:34:38Z,2024-06-07T19:43:22Z,1,5,4,5,1,3,NA,NA,2.5,NA,3.5,8,4,7,8.5,7,7.5,5,7,5,9.5,8,8,5,8.5,NA,3,7.5,2.5,7,10,8.5,4.5,NA,9.5,7.5,9,7.5,1,-1,-3,-3.5,4,-2,-5,2,-5,-5,5,1,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,4,2,2,5.5,3,NA,5,5,4,5,5,4,4,3,4,4,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,3.5,1.5,1.5,2,4,3.5,-5,1,-3.5,4,-0.5,2,11,1,FALSE,0.8363635848634152
27644,2024-06-07T19:38:21Z,2024-06-07T19:58:59Z,1,9,8,3,2,3,NA,NA,5,9,3.5,8.5,8,7.5,7,7.5,9,3,6.5,6.5,9,9,11,9.5,9,8,8,8,6.5,9,8,5,7,9,8.5,3,9,9,2,2.5,-2,-5,3.5,0.5,-5,-4.5,-5,-5,1,-0.5,15,5,3,2,3,3,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.5,3,2,4,3,4,4,4,4,3,3,1,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4.5,2,2.5,4,4,4.5,-5,2.5,-3.5,5,4,3.5,8.5,2,FALSE,0.7400088633523524
27666,2024-06-07T19:46:38Z,2024-06-07T20:11:24Z,1,2,4,5,1,3,NA,NA,3,11,1,11,4,6,1,11,9,9,6,3,8,7,6,6,9,6,3,9,4,10,8,6,7,6,6,3.5,6,6,2,2,-5,-5,5,-5,-5,1,-5,-5,1,2,3,5,4,2,2,4,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,1,4,2,2,4,3,4,5,4,4,5,3,4,Y,NA,NA,Y,NA,NA,NA,NA,NA,NA,3,-2,1,-1,-1,-1,2.5,-2.5,-5,-4,-5,4.5,-3.5,4,9,3,FALSE,0.9072754272708382
27670,2024-06-07T19:47:09Z,2024-06-07T19:58:14Z,1,3,9,5,1,6,NA,NA,4,10,8,7.5,8,NA,4,9,8,8,8,4,8,8,3.5,7.5,8.5,7.5,8,7.5,8,5,8.5,8,3,8.5,9,4,9,7,1,3,-3,-4,2.5,-4,-4.5,2.5,1,-2.5,NA,NA,1,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,10,4,3,4,2,3,5,4,4,4,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,7,-1,-2.5,2.5,-2.5,2,-2.5,-1.5,-4.5,-4,-5,1.5,2.5,5,4.5,1,FALSE,0.6447505760621564
27694,2024-06-07T19:54:28Z,2024-06-07T20:28:01Z,2,10,6,5,1,3,NA,NA,8,NA,2,9,4,NA,5,4,6,6,9,9,9,9,8,8,6,6,9,9,8,8,10,10,6,7,8,8,4,4,2,4,-5,-5,5,-1,-5,2,1,1,-1,0,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8.5,3,5,5,4,5,5,4,4,2,2,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2.5,1,1.5,2,2.5,0.5,-5,-2.5,-3,3.5,3,5,7,1,FALSE,0.9484194818296698
